mmsi,timestamp,distance_from_shore,distance_from_port,speed,course,lat,lon,is_fishing,source,Type
12639560807591,1327492515,361605.5625,439400.1875,8.5,86.69999695,14.3904686,-27.98073387,-1,dalhousie_longliner,drifting_longlines
12639560807591,1327492806,360615.5938,438647.4063,7.099999905,93.59999847,14.39027691,-27.97002029,-1,dalhousie_longliner,drifting_longlines
12639560807591,1327498164,348360.5,431658.25,1.299999952,129.5,14.35546875,-27.85143089,-1,dalhousie_longliner,drifting_longlines
12639560807591,1327499065,346385.7813,430191.7188,6.599999905,125.4000015,14.35147667,-27.83614922,-1,dalhousie_longliner,drifting_longlines
12639560807591,1327499075,346385.7813,430191.7188,6.199999809,60.90000153,14.35140324,-27.83591652,-1,dalhousie_longliner,drifting_longlines
12639560807591,1327499096,346385.7813,430191.7188,6.199999809,109.1999969,14.35125351,-27.83538246,-1,dalhousie_longliner,drifting_longlines
12639560807591,1327499125,346385.7813,430191.7188,4.900000095,122.4000015,14.35102654,-27.83470154,-1,dalhousie_longliner,Fixed_gear
10759394346704,1435308188,0.0,1414.178833,5.699999809,22.79999924,55.09578705,14.69348335,-1,gfw,Fixed_gear
10759394346704,1435308968,0.0,999.9754639,0.0,0.0,55.09866714,14.69626808,-1,gfw,Fixed_gear
10759394346704,1435310890,0.0,999.9754639,0.0,0.0,55.09862518,14.69625473,-1,gfw,Fixed_gear
10759394346704,1435311791,0.0,999.9754639,0.0,0.0,55.09861755,14.69623852,-1,gfw,Fixed_gear
10759394346704,1435543663,0.0,999.9754639,0.200000003,233.1999969,55.09861755,14.69626713,-1,gfw,Fixed_gear
10759394346704,1435544408,0.0,999.9754639,5.0,245.8999939,55.09736633,14.69421482,-1,gfw,Fixed_gear
10759394346704,1435544614,0.0,1414.178833,5.5,244.8000031,55.09524536,14.68590641,-1,gfw,Fixed_gear
10759394346704,1435544944,999.9754639,3162.200195,6.300000191,249.3999939,55.09196091,14.67280483,-1,gfw,Fixed_gear
10759394346704,1435545573,4472.026367,6708.039063,5.699999809,256.5,55.08737946,14.64551163,-1,gfw,Fixed_gear
10759394346704,1435547610,14317.46973,16492.01758,3.799999952,256.7000122,55.07633972,14.55704308,-1,gfw,Fixed_gear
10759394346704,1435551538,25999.36133,28230.49609,4.099999905,155.0,55.04364777,14.46879292,-1,gfw,Fixed_gear
10759394346704,1435551540,25999.36133,28230.49609,4.0,155.0,55.04364777,14.46879196,-1,gfw,Fixed_gear
10759394346704,1435552738,26076.16992,28301.24805,4.699999809,149.1999969,55.02106857,14.48708344,-1,gfw,Fixed_gear
10759394346704,1435565261,24738.02734,26925.16211,5.599999905,77.0,55.06412125,14.4625082,-1,gfw,Fixed_gear
10759394346704,1435571389,24738.02734,26925.16211,6.099999905,73.40000153,55.06800842,14.47257042,-1,gfw,Fixed_gear
10759394346704,1435572373,22560.47461,24738.02734,4.5,77.5,55.06962585,14.48563671,-1,gfw,Fixed_gear
10759394346704,1435573361,17262.25195,19416.01172,6.199999809,76.5,55.07564163,14.53251457,-1,gfw,Fixed_gear
10759394346704,1435573810,14317.46973,16492.01758,6.199999809,75.19999695,55.07830811,14.55436134,-1,gfw,Fixed_gear
10759394346704,1435573814,14317.46973,16492.01758,6.199999809,75.19999695,55.07830811,14.55436134,-1,gfw,Fixed_gear
10759394346704,1435574352,11401.47461,13601.1377,6.199999809,80.69999695,55.08141708,14.58065319,-1,gfw,Fixed_gear
10759394346704,1435574800,9219.318359,11401.47461,6.199999809,77.59999847,55.08405685,14.60251808,-1,gfw,Fixed_gear
10759394346704,1435574801,9219.318359,11401.47461,6.199999809,77.59999847,55.08405685,14.60251713,-1,gfw,Fixed_gear
10759394346704,1435575310,6324.400391,8543.793945,6.0,77.19999695,55.08719635,14.62697029,-1,gfw,Fixed_gear
10759394346704,1435575737,4472.026367,6708.039063,6.199999809,80.30000305,55.08939362,14.6470871,-1,gfw,Fixed_gear
10759394346704,1435575880,2999.92627,5098.894531,5.800000191,76.90000153,55.09015274,14.65415478,-1,gfw,Fixed_gear
10759394346704,1435576240,999.9754639,3162.200195,6.099999905,82.5,55.0917511,14.67156315,-1,gfw,Fixed_gear
10759394346704,1435630073,0.0,999.9754639,0.200000003,165.5,55.09861755,14.69625473,-1,gfw,Fixed_gear
10759394346704,1435630716,0.0,999.9754639,3.299999952,195.3000031,55.09790039,14.69624138,-1,gfw,Fixed_gear
10759394346704,1435630717,0.0,999.9754639,3.299999952,195.3000031,55.09790039,14.69624138,-1,gfw,Fixed_gear
10759394346704,1435630985,0.0,1414.178833,5.599999905,248.5,55.09546661,14.68548298,-1,gfw,Fixed_gear
10759394346704,1435631676,2999.92627,5098.894531,6.0,258.6000061,55.09141922,14.65356541,-1,gfw,Fixed_gear
10759394346704,1435631830,3999.901855,6082.613281,5.400000095,259.7000122,55.09075165,14.64657688,-1,gfw,Fixed_gear
10759394346704,1435632845,10197.78906,12369.01367,5.699999809,261.2999878,55.0868721,14.59887314,-1,gfw,Fixed_gear
10759394346704,1435656364,20999.48438,23021.16406,5.5,81.80000305,55.09024811,14.49569035,-1,gfw,Fixed_gear
10759394346704,1435657412,15999.60742,18027.3125,6.099999905,85.0,55.09230042,14.54361629,-1,gfw,Fixed_gear
10759394346704,1435657416,15999.60742,18027.3125,6.0,85.0,55.09230042,14.54361629,-1,gfw,Fixed_gear
10759394346704,1435658316,10999.73047,13038.08496,6.800000191,88.40000153,55.09426498,14.58551693,-1,gfw,Fixed_gear
10759394346704,1435658317,10999.73047,13038.08496,6.699999809,88.40000153,55.09426498,14.58551693,-1,gfw,Fixed_gear
10759394346704,1435658343,9999.754883,12041.29883,6.900000095,83.5,55.09428024,14.5871048,-1,gfw,Fixed_gear
10759394346704,1435659225,5999.852539,8062.060059,6.699999809,93.0,55.09402847,14.63313961,-1,gfw,Fixed_gear
10759394346704,1435659331,4999.877441,7070.894531,7.900000095,93.5,55.09373474,14.63941002,-1,gfw,Fixed_gear
10759394346704,1435660234,0.0,1414.178833,5.800000191,64.40000153,55.09495163,14.68549633,-1,gfw,Fixed_gear
10759394346704,1435717062,0.0,1414.178833,5.400000095,248.0,55.09632492,14.68942165,-1,gfw,Fixed_gear
10759394346704,1435717281,0.0,2236.013184,6.199999809,256.2000122,55.09426117,14.68062019,-1,gfw,Fixed_gear
10759394346704,1435718230,5999.852539,8062.060059,6.199999809,265.8999939,55.09160995,14.63277817,-1,gfw,Fixed_gear
10759394346704,1435718318,5999.852539,8062.060059,6.0,269.0,55.09143448,14.6284647,-1,gfw,Fixed_gear
28144259049658,1371596498,10770.06543,20024.49219,6.5,31.0,57.02326584,18.49731064,-1,gfw,Fixed_gear
28144259049658,1371597219,14764.46094,17116.82227,6.699999809,32.0,57.03559875,18.51254082,-1,gfw,Fixed_gear
28144259049658,1371598300,14764.46094,17116.82227,6.699999809,32.0,57.03559875,18.51254082,-1,gfw,Fixed_gear
28144259049658,1371599379,14764.46094,17116.82227,6.699999809,32.0,57.03559875,18.51254082,-1,gfw,Fixed_gear
28144259049658,1371601479,11045.08984,21023.2793,6.400000095,31.29999924,57.16151428,18.67287254,-1,gfw,Fixed_gear
28144259049658,1371601900,11045.08984,21023.2793,6.400000095,31.0,57.16150665,18.67287064,-1,gfw,Fixed_gear
28144259049658,1371602817,5656.715332,28843.70313,6.599999905,32.20000076,57.19566727,18.71579361,-1,gfw,Fixed_gear
28144259049658,1371602979,5656.715332,28843.70313,6.599999905,32.0,57.19566727,18.71578979,-1,gfw,Fixed_gear
28144259049658,1371603699,5656.715332,28843.70313,6.599999905,32.0,57.19566727,18.71578979,-1,gfw,Fixed_gear
28144259049658,1371604427,5656.715332,28843.70313,6.599999905,32.0,57.19566727,18.71578979,-1,gfw,Fixed_gear
28144259049658,1371605311,5656.715332,28843.70313,6.599999905,32.0,57.19566727,18.71578979,-1,gfw,Fixed_gear
28144259049658,1371606642,5656.715332,28843.70313,6.599999905,32.0,57.19566727,18.71578979,-1,gfw,Fixed_gear
28144259049658,1371607641,8999.779297,52343.72266,6.800000191,21.0,57.2976265,18.84198952,-1,gfw,Fixed_gear
28144259049658,1371607641,8999.779297,52343.72266,6.800000191,21.79999924,57.2976265,18.84199142,-1,gfw,Fixed_gear
28144259049658,1371608505,8999.779297,52343.72266,6.800000191,21.0,57.2976265,18.84198952,-1,gfw,Fixed_gear
28144259049658,1371608505,11704.41211,57278.60938,6.800000191,21.20000076,57.31919861,18.85981941,-1,gfw,Fixed_gear
28144259049658,1371609296,8062.060059,62288.11719,6.699999809,19.0,57.34257889,18.8785305,-1,gfw,Fixed_gear
28144259049658,1371609508,9055.163086,61553.34375,6.699999809,21.0,57.33568573,18.87317848,-1,gfw,Fixed_gear
28144259049658,1371610181,8062.060059,62288.11719,6.699999809,19.0,57.34257889,18.8785305,-1,gfw,Fixed_gear
28144259049658,1371610902,8062.060059,62288.11719,6.699999809,19.0,57.34257889,18.8785305,-1,gfw,Fixed_gear
28144259049658,1371611979,8062.060059,62288.11719,6.699999809,19.0,57.34257889,18.8785305,-1,gfw,Fixed_gear
28144259049658,1373188283,999.9754639,57487.71875,7.900000095,90.19999695,57.4275589,18.93050575,-1,gfw,Fixed_gear
28144259049658,1373189816,1414.178833,57007.37109,7.199999809,315.2000122,57.43480682,18.95407104,-1,gfw,Fixed_gear
28144259049658,1373190224,1414.178833,57007.37109,0.400000006,132.0,57.43817902,18.94915009,-1,gfw,Fixed_gear
28144259049658,1373191305,1414.178833,57007.37109,0.400000006,132.0,57.43817902,18.94915009,-1,gfw,Fixed_gear
28144259049658,1373192383,1414.178833,57007.37109,0.400000006,132.0,57.43817902,18.94915009,-1,gfw,Fixed_gear
28144259049658,1373193106,1414.178833,57007.37109,0.400000006,132.0,57.43817902,18.94915009,-1,gfw,Fixed_gear
28144259049658,1373194184,1414.178833,57007.37109,0.400000006,132.0,57.43817902,18.94915009,-1,gfw,Fixed_gear
28144259049658,1373194905,1414.178833,57007.37109,0.400000006,132.0,57.43817902,18.94915009,-1,gfw,Fixed_gear
28144259049658,1373195986,1414.178833,57007.37109,0.400000006,132.0,57.43817902,18.94915009,-1,gfw,Fixed_gear
28144259049658,1373197066,1414.178833,57007.37109,0.400000006,132.0,57.43817902,18.94915009,-1,gfw,Fixed_gear
28144259049658,1373198143,1414.178833,57007.37109,0.400000006,132.0,57.43817902,18.94915009,-1,gfw,Fixed_gear
28144259049658,1373198869,1414.178833,57007.37109,0.400000006,132.0,57.43817902,18.94915009,-1,gfw,Fixed_gear
28144259049658,1373199945,1414.178833,57007.37109,0.400000006,132.0,57.43817902,18.94915009,-1,gfw,Fixed_gear
28144259049658,1373201024,1414.178833,57007.37109,0.400000006,132.0,57.43817902,18.94915009,-1,gfw,Fixed_gear
28144259049658,1373358637,1999.950928,56514.09766,7.199999809,43.40000153,57.43417358,18.93219948,-1,gfw,Fixed_gear
28144259049658,1373359742,0.0,55361.08203,0.6000000238,227.8999939,57.44342041,18.95960045,-1,gfw,Fixed_gear
28144259049658,1373361123,0.0,55361.08203,0.0,27.0,57.44441223,18.95876312,-1,gfw,Fixed_gear
28144259049658,1373372792,0.0,55361.08203,0.5,79.0,57.44393158,18.96092415,-1,gfw,Fixed_gear
28144259049658,1374066365,4999.877441,65190.42578,3.5,88.0,57.35603333,18.88813782,-1,gfw,Fixed_gear
28144259049658,1374066828,4999.877441,65190.42578,4.900000095,11.0,57.35797882,18.89084053,-1,gfw,Fixed_gear
28144259049658,1374067353,2236.013184,68115.875,2.799999952,10.89999962,57.37365341,18.89719009,-1,gfw,Fixed_gear
28144259049658,1374067549,4999.877441,65190.42578,4.900000095,11.0,57.35797882,18.89084053,-1,gfw,Fixed_gear
28144259049658,1374068271,1414.178833,66751.64063,7.0,31.0,57.37922668,18.90354919,-1,gfw,Fixed_gear
28144259049658,1374069011,1414.178833,66751.64063,7.0,31.0,57.37922668,18.90354919,-1,gfw,Fixed_gear
77182424306278,1459549425,1528277.0,2328490.25,3.400000095,196.1000061,75.61593628,41.84220123,-1,dalhousie_longliner,drifting_longlines
77182424306278,1459549435,1528277.0,2328490.25,3.5,192.8999939,75.61574554,41.84204865,-1,dalhousie_longliner,drifting_longlines
77182424306278,1459549436,1528277.0,2328490.25,3.5,192.8999939,75.61574554,41.84204865,-1,dalhousie_longliner,drifting_longlines
77182424306278,1459549445,1528277.0,2328490.25,3.700000048,192.8999939,75.61558533,41.84186554,-1,dalhousie_longliner,drifting_longlines
77182424306278,1459549447,1528277.0,2328490.25,3.700000048,192.8999939,75.61558533,41.84186554,-1,dalhousie_longliner,drifting_longlines
77182424306278,1459549464,1528277.0,2328490.25,4.300000191,199.3000031,75.61524963,41.84136581,-1,dalhousie_longliner,drifting_longlines
77182424306278,1459549466,1528277.0,2328490.25,4.300000191,199.3000031,75.61524963,41.84136581,-1,dalhousie_longliner,drifting_longlines
77182424306278,1459549496,1528277.0,2328490.25,4.699999809,205.6000061,75.61463165,41.84028244,-1,dalhousie_longliner,drifting_longlines
77182424306278,1459549505,1528277.0,2328490.25,5.0,205.8999939,75.6144104,41.83986664,-1,dalhousie_longliner,drifting_longlines
77182424306278,1459549507,1528277.0,2328490.25,5.0,205.8999939,75.6144104,41.83986664,-1,dalhousie_longliner,drifting_longlines
77182424306278,1459549524,1528277.0,2328490.25,5.199999809,205.5,75.61401367,41.83905029,-1,dalhousie_longliner,drifting_longlines
77182424306278,1459549535,1526763.75,2326111.5,5.300000191,202.3999939,75.61376953,41.83861542,-1,dalhousie_longliner,drifting_longlines
77182424306278,1459549554,1526763.75,2326111.5,5.400000095,201.8999939,75.61333466,41.83786774,-1,dalhousie_longliner,drifting_longlines
77182424306278,1459549564,1526763.75,2326111.5,5.5,201.5,75.61308289,41.83750153,-1,dalhousie_longliner,drifting_longlines
77182424306278,1459555206,1520155.125,2305643.5,1.399999976,22.20000076,75.56446838,41.79560089,-1,dalhousie_longliner,drifting_longlines
77182424306278,1459555236,1520155.125,2305643.5,1.0,33.20000076,75.56461334,41.79588318,-1,dalhousie_longliner,drifting_longlines
77182424306278,1459555277,1521631.5,2308015.0,1.0,2.0,75.56478882,41.79601669,-1,dalhousie_longliner,drifting_longlines
77182424306278,1459555286,1521631.5,2308015.0,0.5,354.7999878,75.56478882,41.79601669,-1,dalhousie_longliner,drifting_longlines
77182424306278,1459555313,1521631.5,2308015.0,0.8000000119,333.1000061,75.56483459,41.79588318,-1,dalhousie_longliner,drifting_longlines
77182424306278,1459555318,1521631.5,2308015.0,0.6999999881,332.8999939,75.56484985,41.79584885,-1,dalhousie_longliner,drifting_longlines
77182424306278,1459555320,1521631.5,2308015.0,0.6999999881,332.8999939,75.56484985,41.79584885,-1,dalhousie_longliner,drifting_longlines
77182424306278,1459555328,1521631.5,2308015.0,0.6999999881,334.7000122,75.56487274,41.79581833,-1,dalhousie_longliner,drifting_longlines
77182424306278,1459555330,1521631.5,2308015.0,0.6999999881,334.7000122,75.56487274,41.79581833,-1,dalhousie_longliner,drifting_longlines
77182424306278,1459555332,1521631.5,2308015.0,0.6000000238,337.0,75.56486511,41.79579926,-1,dalhousie_longliner,drifting_longlines
77182424306278,1459555338,1521631.5,2308015.0,0.5,342.0,75.56488037,41.795784,-1,dalhousie_longliner,drifting_longlines
77182424306278,1459555340,1521631.5,2308015.0,0.5,342.0,75.56488037,41.795784,-1,dalhousie_longliner,drifting_longlines
77182424306278,1459555341,1521631.5,2308015.0,0.5,343.2999878,75.56488037,41.795784,-1,dalhousie_longliner,drifting_longlines
77182424306278,1459555343,1521631.5,2308015.0,0.5,343.2999878,75.56488037,41.795784,-1,dalhousie_longliner,drifting_longlines
77182424306278,1459555349,1521631.5,2308015.0,0.5,351.2000122,75.56488037,41.79576492,-1,dalhousie_longliner,drifting_longlines
77182424306278,1459555351,1521631.5,2308015.0,0.6000000238,355.0,75.56488037,41.79576492,-1,dalhousie_longliner,drifting_longlines
77182424306278,1459555353,1521631.5,2308015.0,0.6000000238,355.0,75.56488037,41.79576492,-1,dalhousie_longliner,drifting_longlines
77182424306278,1459555361,1521631.5,2308015.0,1.0,15.19999981,75.56491852,41.79579926,-1,dalhousie_longliner,drifting_longlines
77182424306278,1459555363,1521631.5,2308015.0,1.0,15.19999981,75.56491852,41.79579926,-1,dalhousie_longliner,drifting_longlines
77182424306278,1459555366,1521631.5,2308015.0,0.8999999762,23.0,75.56494141,41.79584122,-1,dalhousie_longliner,drifting_longlines
77182424306278,1459555373,1521631.5,2308015.0,0.6999999881,28.70000076,75.56493378,41.79584885,-1,dalhousie_longliner,drifting_longlines
77182424306278,1459555375,1521631.5,2308015.0,0.6999999881,28.20000076,75.56494904,41.79586792,-1,dalhousie_longliner,drifting_longlines
77182424306278,1459555377,1521631.5,2308015.0,0.6999999881,28.20000076,75.56494904,41.79586792,-1,dalhousie_longliner,drifting_longlines
77182424306278,1459555385,1521631.5,2308015.0,1.100000024,26.0,75.56500244,41.79595184,-1,dalhousie_longliner,drifting_longlines
77182424306278,1459555386,1521631.5,2308015.0,1.100000024,26.0,75.56500244,41.79595184,-1,dalhousie_longliner,drifting_longlines
77182424306278,1459555404,1521631.5,2308015.0,1.100000024,39.59999847,75.56507874,41.79621506,-1,dalhousie_longliner,drifting_longlines
77182424306278,1459555406,1521631.5,2308015.0,1.100000024,39.59999847,75.56507874,41.79621506,-1,dalhousie_longliner,drifting_longlines
77182424306278,1459555476,1521631.5,2308015.0,0.5,38.79999924,75.56534576,41.79671478,-1,dalhousie_longliner,drifting_longlines
77182424306278,1459561115,1537610.125,2268680.0,10.69999981,239.6999969,75.51127625,41.50533295,-1,dalhousie_longliner,drifting_longlines
77182424306278,1459561116,1537610.125,2268680.0,10.69999981,239.6999969,75.51127625,41.50533295,-1,dalhousie_longliner,drifting_longlines
77182424306278,1459561194,1538492.0,2268071.25,10.60000038,238.3999939,75.50932312,41.49219894,-1,dalhousie_longliner,drifting_longlines
18483455048454,1340882344,0.0,2236.013184,0.0,0.0,28.96735382,-13.53779697,-1,gfw,Pole_and_line
18483455048454,1340884324,0.0,2236.013184,0.0,125.1999969,28.96737289,-13.53783798,-1,gfw,Pole_and_line
18483455048454,1340884653,0.0,2236.013184,0.0,0.0,28.96735382,-13.53783798,-1,gfw,Pole_and_line
18483455048454,1340887925,0.0,2236.013184,0.0,0.0,28.96735382,-13.53783798,-1,gfw,Pole_and_line
18483455048454,1340925414,1999.950928,2828.357666,8.699999809,203.1000061,28.92965317,-13.54395485,-1,gfw,Pole_and_line
18483455048454,1340936914,14317.46973,16030.82617,8.600000382,192.1999969,28.4981842,-13.70218658,-1,gfw,Pole_and_line
18483455048454,1340943244,12165.22656,31779.7168,8.5,194.1999969,28.25533295,-13.78633308,-1,gfw,Pole_and_line
18483455048454,1340949693,29119.72461,63030.19141,8.399999619,205.1999969,28.00625992,-13.86307812,-1,gfw,Pole_and_line
18483455048454,1340956255,40310.29688,90247.44531,7.5,237.1999969,27.81614494,-14.06418991,-1,gfw,Pole_and_line
18483455048454,1340962953,46998.84766,117615.1406,8.600000382,241.1999969,27.66782761,-14.32155991,-1,gfw,Pole_and_line
18483455048454,1340967535,60006.85938,123455.4688,8.800000191,247.0,27.58206558,-14.51185131,-1,gfw,Pole_and_line
18483455048454,1340967913,61031.28125,123220.3516,9.100000382,240.1999969,27.5756588,-14.52804375,-1,gfw,Pole_and_line
18483455048454,1340967952,61072.22656,122410.2266,9.199999809,251.3000031,27.57504845,-14.52980804,-1,gfw,Pole_and_line
18483455048454,1340969314,64774.95313,118694.1797,8.800000191,240.1000061,27.55490112,-14.58908653,-1,gfw,Pole_and_line
18483455048454,1340972895,75958.65625,111123.3281,7.800000191,254.1999969,27.49982834,-14.74588013,-1,gfw,Pole_and_line
18483455048454,1341010451,1414.178833,57981.33594,0.5,236.3999939,27.75877571,-15.69626713,-1,gfw,Pole_and_line
18483455048454,1341016110,1414.178833,57981.33594,0.6999999881,184.3999939,27.75926018,-15.69665623,-1,gfw,Pole_and_line
18483455048454,1341022362,1414.178833,57981.33594,0.0,342.0,27.7593441,-15.69703674,-1,gfw,Pole_and_line
18483455048454,1341028921,1414.178833,57981.33594,0.6999999881,236.6000061,27.75904274,-15.69619179,-1,gfw,Pole_and_line
18483455048454,1341035291,5656.715332,62480.46484,8.600000382,264.7000122,27.76285553,-15.77471352,-1,gfw,Pole_and_line
18483455048454,1341213391,1999.950928,57007.37109,8.5,337.2000122,27.87159157,-15.81885529,-1,gfw,Pole_and_line
18483455048454,1341226272,33733.42969,48763.54297,9.399999619,250.8000031,28.0857296,-16.11748695,-1,gfw,Pole_and_line
18483455048454,1341476911,19104.50391,76273.94531,3.900000095,145.1000061,27.64229965,-15.80692291,-1,gfw,Pole_and_line
18483455048454,1341478367,22626.86133,79879.20313,8.199999809,251.5,27.62583542,-15.81796837,-1,gfw,Pole_and_line
18483455048454,1341478408,22626.86133,79879.20313,8.800000191,251.6999969,27.62532997,-15.81960487,-1,gfw,Pole_and_line
18483455048454,1341484089,14141.78906,70723.07813,4.5,322.7000122,27.74604225,-15.85971165,-1,gfw,Pole_and_line
18483455048454,1341484309,13453.29395,70005.42188,4.599999905,330.5,27.75048447,-15.86204147,-1,gfw,Pole_and_line
18483455048454,1341488700,15555.9668,72136.98438,9.5,108.6999969,27.73820305,-15.87025166,-1,gfw,Pole_and_line
18483455048454,1341494391,22802.94922,79647.27344,7.599999905,262.0,27.65179825,-15.86694813,-1,gfw,Pole_and_line
18483455048454,1341513389,12805.93457,69891.0625,8.600000382,35.29999924,27.69099236,-15.77268505,-1,gfw,Pole_and_line
18483455048454,1341531830,1414.178833,57981.33594,0.3000000119,303.2999878,27.75967407,-15.69425201,-1,gfw,Pole_and_line
18483455048454,1341536101,1414.178833,57981.33594,0.1000000015,346.1000061,27.75985527,-15.69398499,-1,gfw,Pole_and_line
18483455048454,1341542471,1414.178833,57981.33594,0.200000003,289.3999939,27.75968361,-15.69491482,-1,gfw,Pole_and_line
18483455048454,1341549069,1414.178833,57981.33594,0.0,259.8999939,27.76040649,-15.69373798,-1,gfw,Pole_and_line
18483455048454,1341555840,14212.32129,71061.60938,8.100000382,241.5,27.70563698,-15.82623482,-1,gfw,Pole_and_line
18483455048454,1341562368,24041.03906,80657.80469,5.0,189.3000031,27.67929649,-15.90787983,-1,gfw,Pole_and_line
18483455048454,1341567287,31399.86719,88236.14844,7.0,41.40000153,27.59907532,-15.90944481,-1,gfw,Pole_and_line
18483455048454,1341641252,19999.50977,77696.22656,5.099999905,197.6000061,27.62221909,-15.78645515,-1,gfw,Pole_and_line
18483455048454,1341648092,34654.59375,91283.03125,5.599999905,157.8000031,27.6143322,-15.97397041,-1,gfw,Pole_and_line
